team_id,meeting_id,agenda_item_id,sequencing,accountability,is_critical,junior_critical_turn,decision_revised
2,T2_M2,108,Human_first,Prompt,0,0,0
2,T2_M2,109,Human_first,NoPrompt,1,1,1
2,T2_M2,110,Interleaved,Prompt,1,0,0
2,T2_M3,111,AI_first,Prompt,1,0,1
2,T2_M3,112,AI_first,NoPrompt,0,0,0
2,T2_M3,113,AI_first,Prompt,1,0,0
2,T2_M3,114,AI_first,NoPrompt,0,0,0
2,T2_M3,115,AI_first,Prompt,1,0,0
2,T2_M4,116,Interleaved,NoPrompt,1,0,0
2,T2_M4,117,AI_first,NoPrompt,0,0,0
2,T2_M4,118,Human_first,NoPrompt,0,1,1
2,T2_M4,119,Human_first,Prompt,0,0,1
2,T2_M4,120,AI_first,Prompt,1,1,1
2,T2_M5,121,AI_first,Prompt,1,0,1
2,T2_M5,122,Interleaved,Prompt,0,0,1
2,T2_M5,123,Human_first,NoPrompt,1,0,0
2,T2_M5,124,AI_first,NoPrompt,1,0,0
2,T2_M5,125,AI_first,Prompt,0,0,0
2,T2_M6,126,AI_first,Prompt,1,1,1
2,T2_M6,127,AI_first,Prompt,1,1,0
2,T2_M6,128,Human_first,Prompt,0,1,1
2,T2_M6,129,Human_first,Prompt,1,1,0
2,T2_M6,130,Interleaved,NoPrompt,0,0,1
2,T2_M7,131,Human_first,NoPrompt,1,1,0
2,T2_M7,132,Interleaved,Prompt,0,0,0
2,T2_M7,133,AI_first,Prompt,1,1,1
2,T2_M7,134,Human_first,NoPrompt,1,0,0
2,T2_M7,135,Interleaved,Prompt,1,0,0
2,T2_M8,136,Interleaved,NoPrompt,0,0,0
2,T2_M8,137,AI_first,NoPrompt,0,0,1
2,T2_M8,138,AI_first,NoPrompt,1,0,0
2,T2_M8,139,Interleaved,NoPrompt,0,0,0
2,T2_M8,140,Interleaved,Prompt,0,0,0
2,T2_M9,141,AI_first,Prompt,1,0,1
2,T2_M9,142,AI_first,NoPrompt,0,0,0
2,T2_M9,143,Human_first,Prompt,0,0,0
2,T2_M9,144,Human_first,NoPrompt,0,0,0
2,T2_M9,145,AI_first,NoPrompt,1,0,0
2,T2_M10,146,Human_first,Prompt,1,0,0
2,T2_M10,147,AI_first,NoPrompt,1,0,0
2,T2_M10,148,Interleaved,NoPrompt,0,0,0
2,T2_M10,149,Human_first,Prompt,0,0,0
2,T2_M10,150,Interleaved,Prompt,1,1,0
2,T2_M11,151,Human_first,NoPrompt,0,0,0
2,T2_M11,152,Interleaved,Prompt,0,0,1
2,T2_M11,153,Human_first,NoPrompt,0,0,0
2,T2_M11,154,AI_first,NoPrompt,0,0,0
2,T2_M11,155,Interleaved,NoPrompt,0,0,0
2,T2_M12,156,Interleaved,NoPrompt,0,0,0
2,T2_M12,157,Human_first,Prompt,0,1,1
2,T2_M12,158,AI_first,Prompt,0,0,0
2,T2_M12,159,Human_first,Prompt,0,1,0
2,T2_M12,160,AI_first,Prompt,0,0,0
2,T2_M13,161,Interleaved,NoPrompt,0,1,1
2,T2_M13,162,Human_first,NoPrompt,0,0,0
2,T2_M13,163,AI_first,NoPrompt,0,0,0
2,T2_M13,164,AI_first,NoPrompt,1,0,0
2,T2_M13,165,AI_first,NoPrompt,0,0,0
2,T2_M14,166,AI_first,NoPrompt,0,0,0
2,T2_M14,167,AI_first,NoPrompt,0,0,0
2,T2_M14,168,Human_first,Prompt,1,0,0
2,T2_M14,169,AI_first,Prompt,0,0,0
2,T2_M14,170,Interleaved,NoPrompt,0,1,1
2,T2_M15,171,Human_first,NoPrompt,1,1,0
2,T2_M15,172,Interleaved,Prompt,1,1,0
2,T2_M15,173,AI_first,NoPrompt,1,0,1
2,T2_M15,174,Interleaved,Prompt,0,0,0
2,T2_M15,175,Human_first,NoPrompt,0,0,0
2,T2_M16,176,Interleaved,NoPrompt,0,0,0
2,T2_M16,177,Interleaved,Prompt,0,0,1
2,T2_M16,178,Interleaved,NoPrompt,0,1,1
2,T2_M16,179,Interleaved,NoPrompt,1,0,0
2,T2_M16,180,Interleaved,Prompt,1,0,1
2,T2_M17,181,AI_first,NoPrompt,1,0,1
2,T2_M17,182,AI_first,NoPrompt,0,0,0
2,T2_M17,183,Human_first,Prompt,0,0,0
2,T2_M17,184,AI_first,NoPrompt,1,0,0
2,T2_M17,185,AI_first,Prompt,0,1,0
2,T2_M18,186,Interleaved,Prompt,0,1,1
2,T2_M18,187,Interleaved,NoPrompt,1,0,0
2,T2_M18,188,Interleaved,NoPrompt,1,0,0
2,T2_M18,189,Human_first,NoPrompt,1,0,1
2,T2_M18,190,AI_first,NoPrompt,0,0,1
2,T2_M19,191,Interleaved,NoPrompt,0,0,0
2,T2_M19,192,AI_first,NoPrompt,1,0,0
2,T2_M19,193,Human_first,NoPrompt,0,1,0
2,T2_M19,194,Human_first,Prompt,0,1,0
2,T2_M19,195,AI_first,Prompt,0,1,1
2,T2_M20,196,Interleaved,Prompt,0,1,1
2,T2_M20,197,Interleaved,NoPrompt,0,1,1
2,T2_M20,198,Interleaved,NoPrompt,1,0,0
2,T2_M20,199,Human_first,Prompt,1,0,0
2,T2_M20,200,Human_first,NoPrompt,0,0,0
3,T3_M1,201,AI_first,Prompt,0,1,0
3,T3_M1,202,AI_first,Prompt,0,0,0
3,T3_M1,203,Interleaved,NoPrompt,1,0,0
3,T3_M1,204,AI_first,Prompt,0,0,0
3,T3_M1,205,Human_first,Prompt,0,0,0
3,T3_M2,206,Human_first,NoPrompt,0,0,0
3,T3_M2,207,AI_first,Prompt,1,0,0
3,T3_M2,208,Human_first,NoPrompt,0,0,0
3,T3_M2,209,Human_first,Prompt,1,0,0
3,T3_M2,210,Interleaved,Prompt,0,0,0
3,T3_M3,211,AI_first,Prompt,1,0,0
3,T3_M3,212,Interleaved,NoPrompt,1,0,1
3,T3_M3,213,AI_first,NoPrompt,0,0,1
3,T3_M3,214,Interleaved,NoPrompt,0,0,0
3,T3_M3,215,AI_first,Prompt,0,0,1
3,T3_M4,216,Interleaved,Prompt,0,0,0
3,T3_M4,217,Interleaved,Prompt,0,0,0
3,T3_M4,218,Human_first,Prompt,0,0,1
3,T3_M4,219,Human_first,NoPrompt,0,1,0
3,T3_M4,220,Human_first,Prompt,1,0,0
3,T3_M5,221,Human_first,Prompt,0,1,0
3,T3_M5,222,Human_first,NoPrompt,1,1,0
3,T3_M5,223,AI_first,NoPrompt,0,0,1
3,T3_M5,224,AI_first,NoPrompt,0,0,0
3,T3_M5,225,AI_first,NoPrompt,1,0,0
3,T3_M6,226,AI_first,Prompt,1,1,1
3,T3_M6,227,AI_first,Prompt,0,0,1
3,T3_M6,228,AI_first,NoPrompt,1,0,0
3,T3_M6,229,Human_first,Prompt,0,0,1
3,T3_M6,230,AI_first,Prompt,1,0,1
3,T3_M7,231,Interleaved,Prompt,1,1,0
3,T3_M7,232,Human_first,NoPrompt,1,0,0
3,T3_M7,233,Interleaved,Prompt,1,1,1
3,T3_M7,234,Interleaved,NoPrompt,1,0,0
3,T3_M7,235,AI_first,Prompt,0,0,0
3,T3_M8,236,Interleaved,Prompt,1,1,1
3,T3_M8,237,Human_first,NoPrompt,0,0,0
3,T3_M8,238,Interleaved,Prompt,0,1,0
3,T3_M8,239,Interleaved,NoPrompt,0,1,1
3,T3_M8,240,AI_first,Prompt,1,0,1
3,T3_M9,241,AI_first,NoPrompt,0,0,1
3,T3_M9,242,AI_first,NoPrompt,0,0,1
3,T3_M9,243,Interleaved,NoPrompt,0,1,0
3,T3_M9,244,AI_first,Prompt,0,1,1
3,T3_M9,245,Interleaved,Prompt,0,1,1
3,T3_M10,246,Human_first,Prompt,1,0,0
3,T3_M10,247,Interleaved,NoPrompt,0,0,0
3,T3_M10,248,Human_first,Prompt,0,0,1
3,T3_M10,249,AI_first,NoPrompt,0,0,1
3,T3_M10,250,Human_first,NoPrompt,0,0,1
3,T3_M11,251,Human_first,Prompt,1,0,1
3,T3_M11,252,Interleaved,Prompt,1,0,1
3,T3_M11,253,AI_first,NoPrompt,0,0,1
3,T3_M11,254,Interleaved,Prompt,1,0,0
3,T3_M11,255,AI_first,Prompt,0,0,0
3,T3_M12,256,Human_first,NoPrompt,0,0,0
3,T3_M12,257,AI_first,Prompt,1,0,0
3,T3_M12,258,Interleaved,NoPrompt,1,0,0
3,T3_M12,259,Interleaved,NoPrompt,1,0,1
3,T3_M12,260,Human_first,Prompt,1,0,0
3,T3_M13,261,AI_first,Prompt,0,1,0
3,T3_M13,262,Interleaved,NoPrompt,0,0,1
3,T3_M13,263,Human_first,Prompt,0,1,1
3,T3_M13,264,Interleaved,NoPrompt,1,0,0
3,T3_M13,265,Human_first,NoPrompt,1,0,1
3,T3_M14,266,Human_first,Prompt,0,0,0
3,T3_M14,267,Human_first,Prompt,0,1,0
3,T3_M14,268,AI_first,Prompt,0,1,0
3,T3_M14,269,Interleaved,NoPrompt,1,0,0
3,T3_M14,270,Interleaved,NoPrompt,0,0,0
3,T3_M15,271,Human_first,Prompt,0,1,0
3,T3_M15,272,AI_first,NoPrompt,0,0,0
3,T3_M15,273,Human_first,Prompt,0,1,1
3,T3_M15,274,AI_first,Prompt,1,1,1
3,T3_M15,275,AI_first,Prompt,1,1,1
3,T3_M16,276,AI_first,Prompt,1,0,1
3,T3_M16,277,Interleaved,Prompt,1,1,0
3,T3_M16,278,Interleaved,NoPrompt,0,0,0
3,T3_M16,279,Interleaved,NoPrompt,1,1,0
3,T3_M16,280,Interleaved,NoPrompt,0,0,1
3,T3_M17,281,AI_first,NoPrompt,0,0,0
3,T3_M17,282,Interleaved,NoPrompt,0,0,0
3,T3_M17,283,Human_first,Prompt,0,0,1
3,T3_M17,284,Human_first,NoPrompt,0,1,1
3,T3_M17,285,AI_first,NoPrompt,0,0,0
3,T3_M18,286,Human_first,NoPrompt,0,1,1
3,T3_M18,287,AI_first,NoPrompt,1,0,1
3,T3_M18,288,Interleaved,Prompt,0,0,0
3,T3_M18,289,Interleaved,Prompt,1,0,0
3,T3_M18,290,AI_first,NoPrompt,0,0,0
3,T3_M19,291,Interleaved,Prompt,1,0,0
3,T3_M19,292,Human_first,NoPrompt,1,0,1
3,T3_M19,293,AI_first,Prompt,1,1,1
3,T3_M19,294,Interleaved,Prompt,0,0,0
3,T3_M19,295,Human_first,Prompt,1,0,1
3,T3_M20,296,Human_first,Prompt,0,0,0
3,T3_M20,297,AI_first,Prompt,0,0,0
3,T3_M20,298,Human_first,NoPrompt,0,1,0
3,T3_M20,299,Human_first,Prompt,0,0,0
3,T3_M20,300,Interleaved,Prompt,1,0,0
4,T4_M1,301,AI_first,NoPrompt,0,0,0
4,T4_M1,302,Interleaved,NoPrompt,0,0,0
4,T4_M1,303,Human_first,NoPrompt,1,0,0
4,T4_M1,304,AI_first,Prompt,1,1,1
4,T4_M1,305,Interleaved,NoPrompt,0,0,0
4,T4_M2,306,Interleaved,NoPrompt,0,0,0
4,T4_M2,307,Human_first,NoPrompt,0,0,1
4,T4_M2,308,Human_first,Prompt,1,0,0
4,T4_M2,309,Human_first,Prompt,0,1,1
4,T4_M2,310,Human_first,Prompt,1,1,0
4,T4_M3,311,Interleaved,NoPrompt,0,0,0
4,T4_M3,312,AI_first,NoPrompt,1,1,1
4,T4_M3,313,Human_first,Prompt,1,0,1
4,T4_M3,314,Human_first,NoPrompt,1,0,0
4,T4_M3,315,Human_first,NoPrompt,0,0,0
4,T4_M4,316,AI_first,Prompt,1,0,1
4,T4_M4,317,AI_first,NoPrompt,1,0,0
4,T4_M4,318,Human_first,NoPrompt,1,0,1
4,T4_M4,319,AI_first,Prompt,1,0,0
4,T4_M4,320,AI_first,NoPrompt,0,0,0
4,T4_M5,321,Human_first,Prompt,1,1,0
4,T4_M5,322,Human_first,NoPrompt,0,0,0
4,T4_M5,323,AI_first,NoPrompt,0,0,0
4,T4_M5,324,Interleaved,NoPrompt,1,0,1
4,T4_M5,325,Human_first,NoPrompt,0,0,0
4,T4_M6,326,AI_first,Prompt,0,1,0
4,T4_M6,327,Human_first,Prompt,1,0,0
4,T4_M6,328,AI_first,Prompt,0,0,0
4,T4_M6,329,AI_first,Prompt,0,0,0
4,T4_M6,330,Interleaved,NoPrompt,1,0,0
4,T4_M7,331,Interleaved,Prompt,0,0,0
4,T4_M7,332,AI_first,Prompt,0,0,0
4,T4_M7,333,Human_first,NoPrompt,0,0,1
4,T4_M7,334,AI_first,Prompt,0,0,0
4,T4_M7,335,Human_first,NoPrompt,0,0,0
4,T4_M8,336,AI_first,Prompt,1,1,1
4,T4_M8,337,Interleaved,NoPrompt,0,0,0
4,T4_M8,338,Human_first,Prompt,0,1,0
4,T4_M8,339,Interleaved,Prompt,0,1,0
4,T4_M8,340,AI_first,Prompt,0,0,1
4,T4_M9,341,Interleaved,Prompt,0,0,1
4,T4_M9,342,Interleaved,Prompt,0,0,0
4,T4_M9,343,Human_first,NoPrompt,0,0,0
4,T4_M9,344,Human_first,NoPrompt,1,0,0
4,T4_M9,345,Interleaved,NoPrompt,0,0,1
4,T4_M10,346,Interleaved,NoPrompt,1,1,0
4,T4_M10,347,Human_first,NoPrompt,0,1,1
4,T4_M10,348,AI_first,NoPrompt,0,0,1
4,T4_M10,349,AI_first,Prompt,1,1,1
4,T4_M10,350,AI_first,NoPrompt,0,0,0
4,T4_M11,351,Interleaved,Prompt,1,1,1
4,T4_M11,352,AI_first,Prompt,0,0,0
4,T4_M11,353,Human_first,NoPrompt,1,0,1
4,T4_M11,354,AI_first,Prompt,0,1,0
4,T4_M11,355,Human_first,NoPrompt,1,0,0
4,T4_M12,356,Human_first,Prompt,0,0,0
4,T4_M12,357,AI_first,Prompt,0,0,0
4,T4_M12,358,Interleaved,Prompt,0,0,1
4,T4_M12,359,AI_first,Prompt,0,1,1
4,T4_M12,360,AI_first,Prompt,0,0,0
4,T4_M13,361,AI_first,Prompt,0,0,1
4,T4_M13,362,Human_first,NoPrompt,1,1,0
4,T4_M13,363,Interleaved,Prompt,0,0,1
4,T4_M13,364,AI_first,NoPrompt,1,0,1
4,T4_M13,365,Human_first,Prompt,0,0,0
4,T4_M14,366,Human_first,Prompt,1,0,0
4,T4_M14,367,Human_first,NoPrompt,1,0,1
4,T4_M14,368,Human_first,Prompt,0,0,1
4,T4_M14,369,Interleaved,Prompt,0,0,1
4,T4_M14,370,AI_first,NoPrompt,1,0,0
4,T4_M15,371,Human_first,Prompt,0,0,0
4,T4_M15,372,AI_first,Prompt,1,0,0
4,T4_M15,373,Human_first,Prompt,1,0,0
4,T4_M15,374,Human_first,NoPrompt,1,0,0
4,T4_M15,375,Human_first,NoPrompt,1,0,0
4,T4_M16,376,Human_first,Prompt,1,0,0
4,T4_M16,377,Interleaved,Prompt,1,1,0
4,T4_M16,378,AI_first,NoPrompt,0,0,0
4,T4_M16,379,Interleaved,NoPrompt,0,0,0
4,T4_M16,380,AI_first,NoPrompt,0,0,0
4,T4_M17,381,Human_first,NoPrompt,0,0,0
4,T4_M17,382,Human_first,Prompt,1,0,1
4,T4_M17,383,AI_first,NoPrompt,0,0,0
4,T4_M17,384,AI_first,NoPrompt,0,0,0
4,T4_M17,385,AI_first,Prompt,1,0,0
4,T4_M18,386,AI_first,NoPrompt,1,0,0
4,T4_M18,387,AI_first,NoPrompt,0,0,1
4,T4_M18,388,Human_first,NoPrompt,0,0,0
4,T4_M18,389,Human_first,NoPrompt,0,1,1
4,T4_M18,390,Interleaved,Prompt,0,0,0
4,T4_M19,391,Interleaved,NoPrompt,0,0,1
4,T4_M19,392,Interleaved,NoPrompt,0,0,1
4,T4_M19,393,Human_first,Prompt,1,1,0
4,T4_M19,394,Human_first,Prompt,0,0,1
4,T4_M19,395,AI_first,Prompt,1,1,1
4,T4_M20,396,Human_first,NoPrompt,0,0,0
4,T4_M20,397,AI_first,NoPrompt,1,0,0
4,T4_M20,398,Human_first,Prompt,1,1,0
4,T4_M20,399,Human_first,Prompt,0,0,0
4,T4_M20,400,Interleaved,Prompt,0,1,0
5,T5_M1,401,Human_first,NoPrompt,1,0,0
5,T5_M1,402,Human_first,Prompt,0,0,0
5,T5_M1,403,Interleaved,NoPrompt,1,0,1
5,T5_M1,404,Human_first,Prompt,0,0,0
5,T5_M1,405,AI_first,NoPrompt,1,0,0
5,T5_M2,406,Interleaved,Prompt,1,1,0
5,T5_M2,407,AI_first,NoPrompt,0,0,0
5,T5_M2,408,AI_first,Prompt,0,0,0
5,T5_M2,409,Human_first,NoPrompt,0,0,0
5,T5_M2,410,Interleaved,Prompt,0,1,0
5,T5_M3,411,Human_first,NoPrompt,1,0,0
5,T5_M3,412,AI_first,Prompt,0,0,0
5,T5_M3,413,Human_first,NoPrompt,0,0,0
5,T5_M3,414,Interleaved,NoPrompt,1,0,0
5,T5_M3,415,Human_first,Prompt,1,1,0
5,T5_M4,416,AI_first,Prompt,0,0,1
5,T5_M4,417,AI_first,Prompt,1,0,0
5,T5_M4,418,Interleaved,Prompt,0,0,1
5,T5_M4,419,Human_first,NoPrompt,0,0,0
5,T5_M4,420,Human_first,Prompt,1,1,1
5,T5_M5,421,AI_first,Prompt,0,0,0
5,T5_M5,422,Interleaved,Prompt,0,0,0
5,T5_M5,423,Human_first,NoPrompt,1,0,1
5,T5_M5,424,Human_first,Prompt,1,0,0
5,T5_M5,425,AI_first,Prompt,1,0,0
5,T5_M6,426,Human_first,NoPrompt,0,1,0
5,T5_M6,427,Interleaved,Prompt,1,1,1
5,T5_M6,428,Interleaved,Prompt,0,0,0
5,T5_M6,429,AI_first,Prompt,1,0,0
5,T5_M6,430,Interleaved,Prompt,0,0,0
5,T5_M7,431,AI_first,NoPrompt,1,0,0
5,T5_M7,432,Interleaved,NoPrompt,1,0,0
5,T5_M7,433,Interleaved,NoPrompt,0,0,1
5,T5_M7,434,Human_first,NoPrompt,0,0,1
5,T5_M7,435,AI_first,Prompt,0,0,0
5,T5_M8,436,Human_first,NoPrompt,1,0,0
5,T5_M8,437,Human_first,Prompt,1,1,0
5,T5_M8,438,Human_first,NoPrompt,0,1,0
5,T5_M8,439,Human_first,Prompt,0,0,0
5,T5_M8,440,AI_first,Prompt,0,0,0
5,T5_M9,441,Human_first,NoPrompt,0,1,1
5,T5_M9,442,Interleaved,NoPrompt,0,1,1
5,T5_M9,443,Human_first,Prompt,1,0,0
5,T5_M9,444,AI_first,Prompt,0,1,1
5,T5_M9,445,Human_first,Prompt,0,0,0
5,T5_M10,446,Human_first,Prompt,0,0,0
5,T5_M10,447,Human_first,Prompt,1,0,1
5,T5_M10,448,Interleaved,Prompt,0,0,0
5,T5_M10,449,AI_first,Prompt,1,0,0
5,T5_M10,450,Interleaved,Prompt,0,0,1
5,T5_M11,451,AI_first,Prompt,0,0,1
5,T5_M11,452,AI_first,Prompt,1,0,0
5,T5_M11,453,Human_first,NoPrompt,0,0,0
5,T5_M11,454,Interleaved,Prompt,0,0,1
5,T5_M11,455,Human_first,NoPrompt,1,0,0
5,T5_M12,456,Human_first,Prompt,1,0,0
5,T5_M12,457,Interleaved,Prompt,0,1,1
5,T5_M12,458,Interleaved,Prompt,1,1,0
5,T5_M12,459,Human_first,Prompt,1,0,0
5,T5_M12,460,Human_first,NoPrompt,0,0,0
5,T5_M13,461,AI_first,Prompt,1,0,0
5,T5_M13,462,AI_first,NoPrompt,0,0,0
5,T5_M13,463,Human_first,NoPrompt,1,0,1
5,T5_M13,464,AI_first,Prompt,0,0,0
5,T5_M13,465,Human_first,NoPrompt,1,1,0
5,T5_M14,466,AI_first,NoPrompt,0,0,0
5,T5_M14,467,Interleaved,NoPrompt,0,1,1
5,T5_M14,468,AI_first,NoPrompt,0,0,0
5,T5_M14,469,Interleaved,Prompt,1,1,1
5,T5_M14,470,Interleaved,Prompt,1,0,0
5,T5_M15,471,Human_first,NoPrompt,0,0,0
5,T5_M15,472,Human_first,Prompt,1,1,1
5,T5_M15,473,Interleaved,NoPrompt,1,0,0
5,T5_M15,474,AI_first,NoPrompt,1,0,0
5,T5_M15,475,Human_first,NoPrompt,0,0,0
5,T5_M16,476,AI_first,NoPrompt,1,0,0
5,T5_M16,477,AI_first,Prompt,1,0,0
5,T5_M16,478,Human_first,NoPrompt,0,0,0
5,T5_M16,479,Human_first,NoPrompt,1,0,0
5,T5_M16,480,AI_first,Prompt,0,0,1
5,T5_M17,481,Interleaved,NoPrompt,1,0,0
5,T5_M17,482,Human_first,Prompt,1,0,0
5,T5_M17,483,Interleaved,NoPrompt,0,1,0
5,T5_M17,484,Human_first,NoPrompt,1,0,0
5,T5_M17,485,AI_first,NoPrompt,0,0,0
5,T5_M18,486,AI_first,Prompt,0,1,1
5,T5_M18,487,AI_first,Prompt,0,1,0
5,T5_M18,488,AI_first,Prompt,1,0,1
5,T5_M18,489,AI_first,NoPrompt,0,0,1
5,T5_M18,490,AI_first,Prompt,1,0,1
5,T5_M19,491,Human_first,Prompt,0,1,0
5,T5_M19,492,Human_first,NoPrompt,1,0,0
5,T5_M19,493,Interleaved,NoPrompt,0,0,1
5,T5_M19,494,Interleaved,Prompt,0,0,1
5,T5_M19,495,Human_first,Prompt,1,1,0
5,T5_M20,496,AI_first,Prompt,1,1,0
5,T5_M20,497,AI_first,NoPrompt,1,0,0
5,T5_M20,498,AI_first,NoPrompt,0,1,0
5,T5_M20,499,Interleaved,NoPrompt,0,0,0
5,T5_M20,500,Interleaved,Prompt,0,0,0
6,T6_M1,501,AI_first,NoPrompt,0,0,0
6,T6_M1,502,Interleaved,NoPrompt,1,0,0
6,T6_M1,503,Human_first,NoPrompt,0,0,0
6,T6_M1,504,Interleaved,NoPrompt,0,0,0
6,T6_M1,505,Interleaved,NoPrompt,0,0,1
6,T6_M2,506,AI_first,NoPrompt,1,1,1
6,T6_M2,507,AI_first,NoPrompt,1,0,1
6,T6_M2,508,AI_first,Prompt,0,1,0
6,T6_M2,509,Human_first,NoPrompt,0,0,0
